Domain Code,Domain,Area Code (M49),Area,Element Code,Element,Item Code (FAO),Item,Year Code,Year,Unit,Value,Flag,Flag Description
"QCL","Crops and livestock products","686","Senegal","5114","Stocks","1181","Bees","2005","2005","No","124600","A","Official figure"
"QCL","Crops and livestock products","686","Senegal","5114","Stocks","1181","Bees","2006","2006","No","190000","A","Official figure"
"QCL","Crops and livestock products","686","Senegal","5114","Stocks","1181","Bees","2007","2007","No","250000","A","Official figure"
"QCL","Crops and livestock products","686","Senegal","5114","Stocks","1181","Bees","2008","2008","No","280000","A","Official figure"
"QCL","Crops and livestock products","686","Senegal","5114","Stocks","1181","Bees","2009","2009","No","290000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5114","Stocks","1181","Bees","2010","2010","No","300000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5114","Stocks","1181","Bees","2011","2011","No","305000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5114","Stocks","1181","Bees","2012","2012","No","310000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5114","Stocks","1181","Bees","2013","2013","No","313000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5114","Stocks","1181","Bees","2014","2014","No","314000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5114","Stocks","1181","Bees","2015","2015","No","314681","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5114","Stocks","1181","Bees","2016","2016","No","315373","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5114","Stocks","1181","Bees","2017","2017","No","314684","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5114","Stocks","1181","Bees","2018","2018","No","314913","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5114","Stocks","1181","Bees","2019","2019","No","314990","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5114","Stocks","1181","Bees","2020","2020","No","314862","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5422","Yield","1183","Beeswax","1961","1961","hg","33","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5422","Yield","1183","Beeswax","1962","1962","hg","33","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5422","Yield","1183","Beeswax","1963","1963","hg","33","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5422","Yield","1183","Beeswax","1964","1964","hg","33","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5422","Yield","1183","Beeswax","1965","1965","hg","33","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5422","Yield","1183","Beeswax","1966","1966","hg","33","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5422","Yield","1183","Beeswax","1967","1967","hg","33","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5422","Yield","1183","Beeswax","1968","1968","hg","33","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5422","Yield","1183","Beeswax","1969","1969","hg","33","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5422","Yield","1183","Beeswax","1970","1970","hg","33","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5422","Yield","1183","Beeswax","1971","1971","hg","33","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5422","Yield","1183","Beeswax","1972","1972","hg","33","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5422","Yield","1183","Beeswax","1973","1973","hg","32","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5422","Yield","1183","Beeswax","1974","1974","hg","35","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5422","Yield","1183","Beeswax","1975","1975","hg","33","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5422","Yield","1183","Beeswax","1976","1976","hg","33","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5422","Yield","1183","Beeswax","1977","1977","hg","33","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5422","Yield","1183","Beeswax","1978","1978","hg","34","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5422","Yield","1183","Beeswax","1979","1979","hg","33","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5422","Yield","1183","Beeswax","1980","1980","hg","32","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5422","Yield","1183","Beeswax","1981","1981","hg","33","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5422","Yield","1183","Beeswax","1982","1982","hg","33","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5422","Yield","1183","Beeswax","1983","1983","hg","32","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5422","Yield","1183","Beeswax","1984","1984","hg","33","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5422","Yield","1183","Beeswax","1985","1985","hg","68","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5422","Yield","1183","Beeswax","1986","1986","hg","38","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5422","Yield","1183","Beeswax","1987","1987","hg","38","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5422","Yield","1183","Beeswax","1988","1988","hg","40","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5422","Yield","1183","Beeswax","1989","1989","hg","40","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5422","Yield","1183","Beeswax","1990","1990","hg","38","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","1961","1961","tonnes","30","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","1962","1962","tonnes","30","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","1963","1963","tonnes","30","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","1964","1964","tonnes","30","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","1965","1965","tonnes","30","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","1966","1966","tonnes","30","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","1967","1967","tonnes","30","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","1968","1968","tonnes","30","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","1969","1969","tonnes","30","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","1970","1970","tonnes","30","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","1971","1971","tonnes","33","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","1972","1972","tonnes","33","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","1973","1973","tonnes","32","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","1974","1974","tonnes","26","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","1975","1975","tonnes","32","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","1976","1976","tonnes","40","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","1977","1977","tonnes","48","A","Official figure"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","1978","1978","tonnes","51","A","Official figure"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","1979","1979","tonnes","53","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","1980","1980","tonnes","54","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","1981","1981","tonnes","60","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","1982","1982","tonnes","62","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","1983","1983","tonnes","60","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","1984","1984","tonnes","40","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","1985","1985","tonnes","25","A","Official figure"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","1986","1986","tonnes","35","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","1987","1987","tonnes","25","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","1988","1988","tonnes","34","A","Official figure"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","1989","1989","tonnes","44","A","Official figure"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","1990","1990","tonnes","40","A","Official figure"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","1991","1991","tonnes","46","A","Official figure"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","1992","1992","tonnes","48","A","Official figure"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","1993","1993","tonnes","65","A","Official figure"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","1994","1994","tonnes","29","A","Official figure"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","1995","1995","tonnes","40","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","1996","1996","tonnes","30","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","1997","1997","tonnes","33","A","Official figure"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","1998","1998","tonnes","60","A","Official figure"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","1999","1999","tonnes","65","A","Official figure"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","2000","2000","tonnes","71","A","Official figure"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","2001","2001","tonnes","90","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","2002","2002","tonnes","95","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","2003","2003","tonnes","105","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","2004","2004","tonnes","150","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","2005","2005","tonnes","230","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","2006","2006","tonnes","190","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","2007","2007","tonnes","250","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","2008","2008","tonnes","280","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","2009","2009","tonnes","290","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","2010","2010","tonnes","300","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","2011","2011","tonnes","300","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","2012","2012","tonnes","310","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","2013","2013","tonnes","310","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","2014","2014","tonnes","321","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","2015","2015","tonnes","366","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","2016","2016","tonnes","332","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","2017","2017","tonnes","340","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","2018","2018","tonnes","346","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","2019","2019","tonnes","339","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","1183","Beeswax","2020","2020","tonnes","342","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5314","Prod Popultn","1183","Beeswax","1961","1961","No","9000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5314","Prod Popultn","1183","Beeswax","1962","1962","No","9000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5314","Prod Popultn","1183","Beeswax","1963","1963","No","9000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5314","Prod Popultn","1183","Beeswax","1964","1964","No","9000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5314","Prod Popultn","1183","Beeswax","1965","1965","No","9000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5314","Prod Popultn","1183","Beeswax","1966","1966","No","9000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5314","Prod Popultn","1183","Beeswax","1967","1967","No","9000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5314","Prod Popultn","1183","Beeswax","1968","1968","No","9000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5314","Prod Popultn","1183","Beeswax","1969","1969","No","9000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5314","Prod Popultn","1183","Beeswax","1970","1970","No","9000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5314","Prod Popultn","1183","Beeswax","1971","1971","No","10000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5314","Prod Popultn","1183","Beeswax","1972","1972","No","10000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5314","Prod Popultn","1183","Beeswax","1973","1973","No","10000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5314","Prod Popultn","1183","Beeswax","1974","1974","No","7500","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5314","Prod Popultn","1183","Beeswax","1975","1975","No","9600","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5314","Prod Popultn","1183","Beeswax","1976","1976","No","12000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5314","Prod Popultn","1183","Beeswax","1977","1977","No","14400","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5314","Prod Popultn","1183","Beeswax","1978","1978","No","15200","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5314","Prod Popultn","1183","Beeswax","1979","1979","No","16000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5314","Prod Popultn","1183","Beeswax","1980","1980","No","17000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5314","Prod Popultn","1183","Beeswax","1981","1981","No","18000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5314","Prod Popultn","1183","Beeswax","1982","1982","No","19000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5314","Prod Popultn","1183","Beeswax","1983","1983","No","19000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5314","Prod Popultn","1183","Beeswax","1984","1984","No","12000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5314","Prod Popultn","1183","Beeswax","1985","1985","No","3700","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5314","Prod Popultn","1183","Beeswax","1986","1986","No","9200","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5314","Prod Popultn","1183","Beeswax","1987","1987","No","6500","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5314","Prod Popultn","1183","Beeswax","1988","1988","No","8500","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5314","Prod Popultn","1183","Beeswax","1989","1989","No","11100","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5314","Prod Popultn","1183","Beeswax","1990","1990","No","10600","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","1961","1961","tonnes","292","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","1962","1962","tonnes","312","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","1963","1963","tonnes","353","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","1964","1964","tonnes","373","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","1965","1965","tonnes","382","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","1966","1966","tonnes","396","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","1967","1967","tonnes","373","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","1968","1968","tonnes","386","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","1969","1969","tonnes","394","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","1970","1970","tonnes","393","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","1971","1971","tonnes","406","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","1972","1972","tonnes","337","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","1973","1973","tonnes","316","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","1974","1974","tonnes","307","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","1975","1975","tonnes","342","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","1976","1976","tonnes","361","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","1977","1977","tonnes","360","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","1978","1978","tonnes","392","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","1979","1979","tonnes","386","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","1980","1980","tonnes","372","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","1981","1981","tonnes","344","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","1982","1982","tonnes","357","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","1983","1983","tonnes","358","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","1984","1984","tonnes","331","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","1985","1985","tonnes","342","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","1986","1986","tonnes","343","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","1987","1987","tonnes","345","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","1988","1988","tonnes","346","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","1989","1989","tonnes","345","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","1990","1990","tonnes","349","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","1991","1991","tonnes","355","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","1992","1992","tonnes","368","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","1993","1993","tonnes","379","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","1994","1994","tonnes","388","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","1995","1995","tonnes","392","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","1996","1996","tonnes","406","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","1997","1997","tonnes","416","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","1998","1998","tonnes","413","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","1999","1999","tonnes","423","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","2000","2000","tonnes","438","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","2001","2001","tonnes","453","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","2002","2002","tonnes","391","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","2003","2003","tonnes","421","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","2004","2004","tonnes","439","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","2005","2005","tonnes","444","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","2006","2006","tonnes","463","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","2007","2007","tonnes","539","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","2008","2008","tonnes","572","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","2009","2009","tonnes","643","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","2010","2010","tonnes","683","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","2011","2011","tonnes","690","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","2012","2012","tonnes","811","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","2013","2013","tonnes","800","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","2014","2014","tonnes","842","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","2015","2015","tonnes","906","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","2016","2016","tonnes","947","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","2017","2017","tonnes","934","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","2018","2018","tonnes","957","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5510","Production","886","Butter of cow milk","2019","2019","tonnes","975","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","358","Cabbages","1961","1961","ha","500","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","358","Cabbages","1962","1962","ha","500","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","358","Cabbages","1963","1963","ha","500","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","358","Cabbages","1964","1964","ha","500","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","358","Cabbages","1965","1965","ha","500","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","358","Cabbages","1966","1966","ha","500","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","358","Cabbages","1967","1967","ha","500","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","358","Cabbages","1968","1968","ha","500","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","358","Cabbages","1969","1969","ha","500","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","358","Cabbages","1970","1970","ha","500","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","358","Cabbages","1971","1971","ha","500","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","358","Cabbages","1972","1972","ha","500","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","358","Cabbages","1973","1973","ha","500","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","358","Cabbages","1974","1974","ha","500","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","358","Cabbages","1975","1975","ha","500","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","358","Cabbages","1976","1976","ha","500","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","358","Cabbages","1977","1977","ha","500","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","358","Cabbages","1978","1978","ha","500","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","358","Cabbages","1979","1979","ha","500","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","358","Cabbages","1980","1980","ha","500","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","358","Cabbages","1981","1981","ha","500","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","358","Cabbages","1982","1982","ha","500","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","358","Cabbages","1983","1983","ha","500","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","358","Cabbages","1984","1984","ha","500","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","358","Cabbages","1985","1985","ha","500","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","358","Cabbages","1986","1986","ha","500","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","358","Cabbages","1987","1987","ha","500","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","358","Cabbages","1988","1988","ha","500","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","358","Cabbages","1989","1989","ha","500","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","358","Cabbages","1990","1990","ha","450","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","358","Cabbages","1991","1991","ha","700","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","358","Cabbages","1992","1992","ha","641","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","358","Cabbages","1993","1993","ha","800","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","358","Cabbages","1994","1994","ha","900","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","358","Cabbages","1995","1995","ha","1000","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","358","Cabbages","1996","1996","ha","1200","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","358","Cabbages","1997","1997","ha","1151","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","358","Cabbages","1998","1998","ha","1300","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","358","Cabbages","1999","1999","ha","1500","E","Estimated value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","358","Cabbages","2000","2000","ha","1531","I","Imputed value"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","358","Cabbages","2001","2001","ha","1768","A","Official figure"
"QCL","Crops and livestock products","686","Senegal","5312","Area harvested","358","Cabbages","2002","2002","ha","1768","A","Official figure"
